id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,es_devolucion,costo_unitario,cogs,gross_profit,gross_margin_pct
Order_22257,User_3667,2025-05-13,Colombia,Mobile,Social,Jacket-Winter-M,Moda,2.0,78.79,0.0,157.58,False,189.31,378.62,-221.04,-140.27
Order_22258,User_5032,2025-04-06,Colombia,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,319.31,0.0,638.61,False,176.64,353.28,285.33000000000004,44.68
Order_22259,User_861,2025-04-29,Argentina,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,174.49,0.0,174.49,False,17.21,17.21,157.28,90.14
Order_22260,User_6544,2025-06-27,Mexico,Mobile,Social,Blender-Xl-Red,Hogar,2.0,283.33,10.0,556.65,False,176.64,353.28,203.37,36.53
Order_22261,User_1171,2025-06-14,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,100.13,0.0,100.13,False,189.31,189.31,-89.18,-89.06
Order_22262,User_5875,2025-01-27,Colombia,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,346.36,0.0,346.36,False,189.31,189.31,157.05,45.34
Order_22263,User_6583,2025-05-14,Argentina,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,377.91,5.0,372.91,False,17.21,17.21,355.70000000000005,95.38
Order_22264,User_2274,2025-04-17,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,449.41,10.0,439.41,False,17.21,17.21,422.20000000000005,96.08
Order_22265,User_285,2025-03-14,Argentina,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,33.9,0.0,33.9,False,16.6,16.6,17.299999999999997,51.03
Order_22266,User_3972,2025-02-24,Argentina,Mobile,Organic,Phone-Pro-128Gb,Electronica,2.0,442.98,0.0,885.95,False,10.12,20.24,865.71,97.72
Order_22267,User_6048,2025-03-12,Argentina,Desktop,Social,Laptop-Gaming-16Gb,Electronica,1.0,61.1,0.0,61.1,False,280.68,280.68,-219.58,-359.38
Order_22268,User_4595,2025-06-12,Argentina,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,240.08,15.0,225.08,False,16.6,16.6,208.48000000000002,92.62
Order_22269,User_402,2025-06-19,Mexico,Mobile,Paid_Search,Sneakers-Urban-42,Moda,2.0,468.54,0.0,937.09,False,17.21,34.42,902.6700000000001,96.33
Order_22270,User_4252,2025-04-27,Colombia,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,1.0,156.24,15.0,141.24,False,280.68,280.68,-139.44,-98.73
Order_22271,User_1521,2025-01-08,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,2.0,134.08,5.0,263.15,False,176.64,353.28,-90.13,-34.25
Order_22272,User_4993,2025-06-03,Argentina,Mobile,Organic,Phone-Pro-128Gb,Electronica,1.0,113.74,0.0,113.74,False,10.12,10.12,103.61999999999999,91.1
Order_22273,User_2817,2025-01-16,Mexico,Desktop,Social,Tablet-Standard-64Gb,Electronica,2.0,267.88,10.0,525.76,False,25.21,50.42,475.34,90.41
Order_22274,User_5962,2025-04-24,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,300.27,0.0,300.27,False,17.21,17.21,283.06,94.27
Order_22275,User_3758,2025-03-21,Argentina,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,330.24,10.0,320.24,False,280.68,280.68,39.56,12.35
Order_22276,User_3036,2025-04-06,Mexico,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,441.9,15.0,426.9,False,16.6,16.6,410.29999999999995,96.11
Order_22277,User_4180,2025-02-23,Mexico,Mobile,Organic,Jacket-Winter-M,Moda,2.0,499.26,15.0,983.52,False,189.31,378.62,604.9,61.5
Order_22278,User_2580,2025-01-06,Argentina,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,327.97,0.0,327.97,False,17.21,17.21,310.76000000000005,94.75
Order_22279,User_7970,2025-02-20,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,1.0,456.07,5.0,451.07,False,17.21,17.21,433.86,96.18
Order_22280,User_1521,2025-03-09,Colombia,Desktop,Organic,Phone-Pro-128Gb,Electronica,2.0,329.58,0.0,659.16,False,10.12,20.24,638.92,96.93
Order_22281,User_3570,2025-05-01,Argentina,Mobile,Social,Laptop-Gaming-16Gb,Electronica,2.0,405.71,5.0,806.41,False,280.68,561.36,245.04999999999995,30.39
Order_22282,User_2207,2025-03-31,Colombia,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,305.82,5.0,300.82,False,176.64,176.64,124.18,41.28
Order_22283,User_3047,2025-01-28,Argentina,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,488.45,10.0,478.45,False,10.12,10.12,468.33,97.88
Order_22284,User_3727,2025-05-28,Colombia,Mobile,Social,Laptop-Gaming-16Gb,Electronica,2.0,328.18,0.0,656.35,False,280.68,561.36,94.99000000000001,14.47
Order_22285,User_6489,2025-04-02,Colombia,Mobile,Social,Blender-Xl-Red,Hogar,2.0,466.26,0.0,932.51,False,176.64,353.28,579.23,62.12
Order_22286,User_1115,2025-06-26,Argentina,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,255.8,0.0,511.59,False,17.21,34.42,477.16999999999996,93.27
Order_22287,User_4700,2025-01-14,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,213.34,5.0,208.34,False,176.64,176.64,31.700000000000017,15.22
Order_22288,User_2106,2025-03-29,Mexico,Mobile,Social,Jacket-Winter-M,Moda,2.0,231.06,10.0,452.13,False,189.31,378.62,73.50999999999999,16.26
Order_22289,User_6937,2025-06-10,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,204.02,10.0,194.02,False,176.64,176.64,17.380000000000024,8.96
Order_22290,User_705,2025-01-27,Argentina,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,488.24,10.0,966.48,False,16.6,33.2,933.28,96.56
Order_22291,User_5614,2025-03-15,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,2.0,470.72,0.0,941.45,False,17.21,34.42,907.0300000000001,96.34
Order_22292,User_5846,2025-04-01,Colombia,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,274.55,0.0,549.1,False,189.31,378.62,170.48000000000002,31.05
Order_22293,User_5302,2025-02-09,Argentina,Mobile,Organic,Jacket-Winter-M,Moda,1.0,346.78,5.0,341.78,False,189.31,189.31,152.46999999999997,44.61
Order_22294,User_1282,2025-04-14,Argentina,Desktop,Social,Tablet-Standard-64Gb,Electronica,1.0,92.89,5.0,87.89,False,25.21,25.21,62.68,71.32
Order_22295,User_1782,2025-02-09,Argentina,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,432.83,5.0,860.67,False,16.6,33.2,827.4699999999999,96.14
Order_22296,User_1999,2025-03-11,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,355.23,0.0,355.23,False,17.21,17.21,338.02000000000004,95.16
Order_22297,User_695,2025-03-20,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,1.0,84.02,0.0,84.02,False,17.21,17.21,66.81,79.52
Order_22298,User_5683,2025-02-04,Argentina,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,69.52,15.0,54.52,False,25.21,25.21,29.310000000000002,53.76
Order_22299,User_3628,2025-01-07,Mexico,Mobile,Organic,Tablet-Standard-64Gb,Electronica,1.0,55.6,0.0,55.6,False,25.21,25.21,30.39,54.66
Order_22300,User_2096,2025-01-14,Colombia,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,2.0,173.09,10.0,336.18,False,280.68,561.36,-225.18,-66.98
Order_22301,User_4822,2025-01-01,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,390.94,5.0,385.94,False,16.6,16.6,369.34,95.7
Order_22302,User_6003,2025-05-27,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,347.03,5.0,689.05,False,176.64,353.28,335.77,48.73
Order_22303,User_4958,2025-04-28,Argentina,Desktop,Organic,Phone-Pro-128Gb,Electronica,1.0,391.91,0.0,391.91,False,10.12,10.12,381.79,97.42
Order_22304,User_1598,2025-03-29,Argentina,Mobile,Social,Jacket-Winter-M,Moda,2.0,95.36,0.0,190.71,False,189.31,378.62,-187.91,-98.53
Order_22305,User_1597,2025-01-16,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,2.0,217.28,0.0,434.56,False,17.21,34.42,400.14,92.08
Order_22306,User_984,2025-06-25,Argentina,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,1.0,46.27,5.0,41.27,False,280.68,280.68,-239.41,-580.11
Order_22307,User_3429,2025-03-13,Colombia,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,194.73,0.0,194.73,False,10.12,10.12,184.60999999999999,94.8
Order_22308,User_7897,2025-04-18,Argentina,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,225.51,0.0,225.51,False,10.12,10.12,215.39,95.51
Order_22309,User_6060,2025-04-16,Argentina,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,105.39,0.0,210.79,False,189.31,378.62,-167.83,-79.62
Order_22310,User_4293,2025-03-01,Mexico,Mobile,Social,Jacket-Winter-M,Moda,1.0,396.3,5.0,391.3,False,189.31,189.31,201.99,51.62
Order_22311,User_6164,2025-04-06,Colombia,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,449.86,0.0,449.86,False,16.6,16.6,433.26,96.31
Order_22312,User_1388,2025-05-27,Argentina,Desktop,Social,Tablet-Standard-64Gb,Electronica,1.0,153.56,0.0,153.56,False,25.21,25.21,128.35,83.58
Order_22313,User_6402,2025-02-11,Colombia,Mobile,Social,Jacket-Winter-M,Moda,1.0,241.68,10.0,231.68,False,189.31,189.31,42.370000000000005,18.29
Order_22314,User_5447,2025-05-27,Argentina,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,462.57,0.0,925.15,False,16.6,33.2,891.9499999999999,96.41
Order_22315,User_7609,2025-06-09,Colombia,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,494.32,0.0,494.32,False,17.21,17.21,477.11,96.52
Order_22316,User_3288,2025-02-15,Colombia,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,245.29,0.0,245.29,False,176.64,176.64,68.65,27.99
Order_22317,User_2953,2025-01-01,Colombia,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,309.3,0.0,309.3,False,17.21,17.21,292.09000000000003,94.44
Order_22318,User_7129,2025-03-30,Mexico,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,449.04,0.0,449.04,False,10.12,10.12,438.92,97.75
Order_22319,User_3181,2025-05-26,Argentina,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,348.48,15.0,333.48,False,17.21,17.21,316.27000000000004,94.84
Order_22320,User_2857,2025-06-10,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,488.27,0.0,488.27,False,17.21,17.21,471.06,96.48
Order_22321,User_6353,2025-03-27,Colombia,Desktop,Social,Jacket-Winter-M,Moda,1.0,324.58,0.0,324.58,False,189.31,189.31,135.26999999999998,41.68
Order_22322,User_1223,2025-05-14,Colombia,Mobile,Social,Laptop-Gaming-16Gb,Electronica,2.0,392.16,0.0,784.32,False,280.68,561.36,222.96000000000004,28.43
Order_22323,User_7379,2025-06-21,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,304.43,5.0,299.43,False,189.31,189.31,110.12,36.78
Order_22324,User_3418,2025-02-25,Argentina,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,267.93,10.0,525.87,False,17.21,34.42,491.45,93.45
Order_22325,User_2714,2025-05-29,Mexico,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,25.97,0.0,25.97,False,10.12,10.12,15.85,61.03
Order_22326,User_5953,2025-01-19,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,1.0,340.31,10.0,330.31,False,176.64,176.64,153.67000000000002,46.52
Order_22327,User_4215,2025-01-07,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,33.26,5.0,28.26,False,176.64,176.64,-148.38,-525.05
Order_22328,User_1516,2025-06-23,Colombia,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,180.96,15.0,165.96,False,25.21,25.21,140.75,84.81
Order_22329,User_6077,2025-05-18,Colombia,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,2.0,389.64,10.0,769.29,False,280.68,561.36,207.92999999999995,27.03
Order_22330,User_2989,2025-05-06,Colombia,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,269.72,10.0,259.72,False,176.64,176.64,83.08000000000004,31.99
Order_22331,User_7005,2025-01-09,Mexico,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,462.21,15.0,909.41,False,16.6,33.2,876.2099999999999,96.35
Order_22332,User_5303,2025-04-16,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,459.87,0.0,459.87,False,176.64,176.64,283.23,61.59
Order_22333,User_4221,2025-02-17,Colombia,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,408.49,0.0,408.49,False,16.6,16.6,391.89,95.94
Order_22334,User_2954,2025-04-03,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,190.96,0.0,381.93,False,176.64,353.28,28.650000000000034,7.5
Order_22335,User_7093,2025-04-30,Mexico,Desktop,Social,Phone-Pro-128Gb,Electronica,2.0,124.97,5.0,244.95,False,10.12,20.24,224.70999999999998,91.74
Order_22336,User_7234,2025-06-04,Colombia,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,37.16,5.0,69.33,False,16.6,33.2,36.129999999999995,52.11
Order_22337,User_4245,2025-06-01,Colombia,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,49.64,15.0,84.27,False,16.6,33.2,51.06999999999999,60.6
Order_22338,User_857,2025-05-28,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,379.34,5.0,753.67,False,16.6,33.2,720.4699999999999,95.59
Order_22339,User_4123,2025-03-28,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,1.0,301.18,0.0,301.18,False,17.21,17.21,283.97,94.29
Order_22340,User_4052,2025-04-01,Colombia,Desktop,Social,Tablet-Standard-64Gb,Electronica,1.0,408.38,15.0,393.38,False,25.21,25.21,368.17,93.59
Order_22341,User_5936,2025-03-11,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,46.42,5.0,41.42,False,176.64,176.64,-135.21999999999997,-326.46
Order_22342,User_2978,2025-02-24,Colombia,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,1.0,454.84,0.0,454.84,False,280.68,280.68,174.15999999999997,38.29
Order_22343,User_1443,2025-02-15,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,32.22,5.0,59.43,False,25.21,50.42,9.009999999999998,15.16
Order_22344,User_5918,2025-05-07,Argentina,Mobile,Social,Laptop-Gaming-16Gb,Electronica,1.0,118.41,5.0,113.41,False,280.68,280.68,-167.27,-147.49
Order_22345,User_124,2025-03-15,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,239.21,10.0,468.41,False,176.64,353.28,115.13000000000005,24.58
Order_22346,User_7003,2025-06-25,Colombia,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,483.36,10.0,956.73,False,176.64,353.28,603.45,63.07
Order_22347,User_2480,2025-04-27,Colombia,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,130.99,0.0,261.98,False,25.21,50.42,211.56,80.75
Order_22348,User_4838,2025-02-12,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,2.0,301.37,15.0,587.75,False,176.64,353.28,234.47000000000003,39.89
Order_22349,User_6109,2025-04-30,Colombia,Desktop,Social,Jacket-Winter-M,Moda,2.0,120.08,15.0,225.16,False,189.31,378.62,-153.46,-68.16
Order_22350,User_5182,2025-06-02,Argentina,Mobile,Paid_Search,Blender-Xl-Red,Hogar,1.0,307.75,10.0,297.75,False,176.64,176.64,121.11000000000001,40.68
Order_22351,User_6307,2025-05-10,Colombia,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,121.68,10.0,233.36,False,176.64,353.28,-119.91999999999996,-51.39
Order_22352,User_6725,2025-04-13,Mexico,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,384.26,0.0,384.26,False,16.6,16.6,367.65999999999997,95.68
Order_22353,User_1699,2025-03-17,Colombia,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,408.79,0.0,408.79,False,17.21,17.21,391.58000000000004,95.79
Order_22354,User_3053,2025-04-12,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,368.52,0.0,368.52,False,17.21,17.21,351.31,95.33
Order_22355,User_2596,2025-05-05,Colombia,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,258.18,15.0,501.36,False,10.12,20.24,481.12,95.96
Order_22356,User_4636,2025-06-26,Mexico,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,293.44,0.0,293.44,False,16.6,16.6,276.84,94.34
Order_22357,User_2081,2025-06-20,Colombia,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,117.57,0.0,235.14,False,16.6,33.2,201.94,85.88
Order_22358,User_5327,2025-04-26,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,63.43,0.0,126.86,False,189.31,378.62,-251.76,-198.45
Order_22359,User_1254,2025-05-09,Argentina,Desktop,Organic,Tablet-Standard-64Gb,Electronica,2.0,24.4,0.0,48.8,False,25.21,50.42,-1.6200000000000045,-3.32
Order_22360,User_2895,2025-05-13,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,484.3,5.0,479.3,False,17.21,17.21,462.09000000000003,96.41
Order_22361,User_5428,2025-01-27,Colombia,Desktop,Social,Phone-Pro-128Gb,Electronica,1.0,67.45,5.0,62.45,False,10.12,10.12,52.330000000000005,83.8
Order_22362,User_4582,2025-02-22,Colombia,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,327.39,10.0,317.39,False,17.21,17.21,300.18,94.58
Order_22363,User_6320,2025-03-31,Argentina,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,300.07,15.0,285.07,False,17.21,17.21,267.86,93.96
Order_22364,User_2932,2025-05-29,Mexico,Desktop,Social,Laptop-Gaming-16Gb,Electronica,1.0,358.79,0.0,358.79,False,280.68,280.68,78.11000000000001,21.77
Order_22365,User_5679,2025-02-23,Argentina,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,2.0,279.4,15.0,543.81,False,280.68,561.36,-17.550000000000068,-3.23
Order_22366,User_5137,2025-04-04,Mexico,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,72.05,0.0,72.05,False,17.21,17.21,54.839999999999996,76.11
Order_22367,User_4022,2025-02-12,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,209.62,0.0,419.23,False,176.64,353.28,65.95000000000005,15.73
Order_22368,User_7941,2025-04-30,Argentina,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,390.72,0.0,781.43,False,25.21,50.42,731.01,93.55
Order_22369,User_3597,2025-01-12,Mexico,Mobile,Organic,Phone-Pro-128Gb,Electronica,1.0,94.95,0.0,94.95,False,10.12,10.12,84.83,89.34
Order_22370,User_989,2025-05-15,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,21.88,10.0,33.77,False,25.21,50.42,-16.65,-49.3
Order_22371,User_2637,2025-04-12,Mexico,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,447.6,0.0,895.19,False,280.68,561.36,333.83000000000004,37.29
Order_22372,User_1233,2025-06-11,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,210.74,0.0,421.49,False,16.6,33.2,388.29,92.12
Order_22373,User_2111,2025-03-13,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,413.86,10.0,817.73,False,17.21,34.42,783.3100000000001,95.79
Order_22374,User_7497,2025-06-06,Mexico,Mobile,Social,Jacket-Winter-M,Moda,2.0,196.4,15.0,377.8,False,189.31,378.62,-0.8199999999999932,-0.22
Order_22375,User_313,2025-03-06,Colombia,Mobile,Social,Tablet-Standard-64Gb,Electronica,2.0,49.2,0.0,98.4,False,25.21,50.42,47.980000000000004,48.76
Order_22376,User_7630,2025-03-13,Mexico,Desktop,Social,Phone-Pro-128Gb,Electronica,1.0,491.95,15.0,476.95,False,10.12,10.12,466.83,97.88
Order_22377,User_7747,2025-02-13,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,184.27,0.0,184.27,False,16.6,16.6,167.67000000000002,90.99
Order_22378,User_5699,2025-04-12,Mexico,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,162.87,0.0,325.74,False,280.68,561.36,-235.62,-72.33
Order_22379,User_3973,2025-04-04,Mexico,Desktop,Organic,Jacket-Winter-M,Moda,1.0,242.37,5.0,237.37,False,189.31,189.31,48.06,20.25
Order_22380,User_2756,2025-03-21,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,299.12,10.0,588.23,False,17.21,34.42,553.8100000000001,94.15
Order_22381,User_3267,2025-05-30,Mexico,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,1.0,28.66,0.0,28.66,False,280.68,280.68,-252.02,-879.34
Order_22382,User_7329,2025-06-18,Colombia,Desktop,Social,Jacket-Winter-M,Moda,2.0,490.64,0.0,981.29,False,189.31,378.62,602.67,61.42
Order_22383,User_7125,2025-05-01,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,2.0,97.53,0.0,195.06,False,17.21,34.42,160.64,82.35
Order_22384,User_4138,2025-01-31,Mexico,Desktop,Social,Tablet-Standard-64Gb,Electronica,2.0,333.07,0.0,666.14,False,25.21,50.42,615.72,92.43
Order_22385,User_622,2025-03-18,Mexico,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,1.0,164.39,0.0,164.39,False,280.68,280.68,-116.29000000000002,-70.74
Order_22386,User_5759,2025-01-20,Mexico,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,224.22,5.0,443.44,False,16.6,33.2,410.24,92.51
Order_22387,User_3299,2025-06-06,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,188.15,5.0,371.3,False,16.6,33.2,338.1,91.06
Order_22388,User_3632,2025-01-09,Colombia,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,466.63,5.0,461.63,False,17.21,17.21,444.42,96.27
Order_22389,User_7716,2025-06-21,Colombia,Mobile,Social,Jacket-Winter-M,Moda,1.0,47.63,5.0,42.63,False,189.31,189.31,-146.68,-344.08
Order_22390,User_6994,2025-01-13,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,355.0,5.0,705.0,False,16.6,33.2,671.8,95.29
Order_22391,User_2097,2025-06-06,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,268.46,15.0,253.46,False,176.64,176.64,76.82000000000002,30.31
Order_22392,User_7610,2025-06-19,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,190.33,0.0,380.65,False,176.64,353.28,27.370000000000005,7.19
Order_22393,User_6539,2025-06-16,Mexico,Desktop,Organic,Vacuum-Pro-Black,Hogar,2.0,92.71,10.0,175.42,False,16.6,33.2,142.21999999999997,81.07
Order_22394,User_1434,2025-03-09,Argentina,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,180.35,0.0,360.7,False,189.31,378.62,-17.920000000000016,-4.97
Order_22395,User_465,2025-05-31,Colombia,Desktop,Organic,Tablet-Standard-64Gb,Electronica,1.0,264.82,0.0,264.82,False,25.21,25.21,239.60999999999999,90.48
Order_22396,User_3972,2025-03-09,Argentina,Mobile,Social,Blender-Xl-Red,Hogar,2.0,346.5,15.0,678.0,False,176.64,353.28,324.72,47.89
Order_22397,User_6741,2025-04-30,Colombia,Desktop,Social,Phone-Pro-128Gb,Electronica,1.0,377.42,10.0,367.42,False,10.12,10.12,357.3,97.25
Order_22398,User_508,2025-02-12,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,1.0,192.01,0.0,192.01,False,17.21,17.21,174.79999999999998,91.04
Order_22399,User_7331,2025-04-17,Mexico,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,499.64,10.0,989.29,False,25.21,50.42,938.87,94.9
Order_22400,User_2344,2025-01-09,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,215.76,15.0,200.76,False,16.6,16.6,184.16,91.73
Order_22401,User_6594,2025-02-22,Argentina,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,441.07,5.0,436.07,False,189.31,189.31,246.76,56.59
Order_22402,User_1561,2025-02-13,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,1.0,245.74,5.0,240.74,False,17.21,17.21,223.53,92.85
Order_22403,User_7331,2025-04-26,Mexico,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,250.48,10.0,240.48,False,10.12,10.12,230.35999999999999,95.79
Order_22404,User_2561,2025-03-12,Colombia,Desktop,Social,Sneakers-Urban-42,Moda,1.0,125.61,5.0,120.61,False,17.21,17.21,103.4,85.73
Order_22405,User_212,2025-03-10,Mexico,Mobile,Social,Tablet-Standard-64Gb,Electronica,2.0,40.95,5.0,76.9,False,25.21,50.42,26.480000000000004,34.43
Order_22406,User_4169,2025-04-12,Colombia,Mobile,Social,Jacket-Winter-M,Moda,1.0,282.46,5.0,277.46,False,189.31,189.31,88.14999999999998,31.77
Order_22407,User_5298,2025-05-18,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,318.29,5.0,313.29,False,189.31,189.31,123.98000000000002,39.57
Order_22408,User_6193,2025-04-02,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,428.88,0.0,857.77,False,176.64,353.28,504.49,58.81
Order_22409,User_639,2025-01-22,Argentina,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,83.52,5.0,78.52,False,25.21,25.21,53.309999999999995,67.89
Order_22410,User_5431,2025-01-09,Colombia,Desktop,Social,Tablet-Standard-64Gb,Electronica,2.0,373.23,5.0,741.46,False,25.21,50.42,691.0400000000001,93.2
Order_22411,User_6875,2025-03-23,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,118.65,0.0,237.31,False,17.21,34.42,202.89,85.5
Order_22412,User_7283,2025-03-02,Mexico,Mobile,Paid_Search,Sneakers-Urban-42,Moda,2.0,83.95,0.0,167.89,False,17.21,34.42,133.46999999999997,79.5
Order_22413,User_89,2025-02-17,Argentina,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,29.4,0.0,29.4,False,16.6,16.6,12.799999999999997,43.54
Order_22414,User_242,2025-05-05,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,478.68,5.0,952.36,False,189.31,378.62,573.74,60.24
Order_22415,User_4283,2025-01-30,Argentina,Desktop,Social,Sneakers-Urban-42,Moda,2.0,86.57,10.0,163.14,False,17.21,34.42,128.71999999999997,78.9
Order_22416,User_3625,2025-05-06,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,369.78,0.0,369.78,False,17.21,17.21,352.57,95.35
Order_22417,User_1358,2025-01-30,Colombia,Desktop,Organic,Phone-Pro-128Gb,Electronica,1.0,158.58,0.0,158.58,False,10.12,10.12,148.46,93.62
